SMILES,PCE,NumHAcceptors,NumHDonors,alkyl_num,frag_sym,HOMO_calc,LUMO_calc,dipole,MPI,surface_min,surface_max,TPSA,MolLogP,PSA,control_PCE,anchor_end_BA,anchor_end_CA,anchor_end_NO,anchor_end_PA,anchor_end_PO,anchor_end_SA,anchor_end_SH,anchor_end_SiO,MetalOxide_ITO,MetalOxide_NiOx,MetalOxide_SnO2,MetalOxide_TiO2,MetalOxide_ZnO
N#CC(C#N)=c1c(F)c(C#N)c(=C(C#N)C#N)c(F)c1C#N,22.13,6,0,0,0,-8.183037,-5.823766,0,17.97737,-24.53822,49.25561,142.74,0.10388,188.95,18.83,0,0,1,0,0,0,0,0,0,1,0,0,0
O=C(O)c1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,22.25,3,1,0,1,-5.185823,-1.517599,2.353364,7.29921,-35.26154,46.14205,43.78,11.6584,143.78,19.38,0,1,0,0,0,0,0,0,0,1,0,0,0
O=P(O)(O)Cc1ccccc1,17.8,1,2,1,1,-6.743791,-0.420226,1.268934,13.34644,-42.57693,49.34049,57.53,1.3643,100.72,15.63,0,0,0,1,0,0,0,0,0,1,0,0,0
Nc1ncnc2[nH]cnc12,18.96,4,2,0,0,-6.031738,-0.606704,2.367453,15.19849,-35.18947,47.32333,80.48,-0.0649,89.78,16.76,0,0,1,0,0,0,0,0,0,1,0,0,0
CO[Si](CCCNC(N)=O)(OC)OC,18.41,4,2,3,0,-6.61558,1.124162,3.086039,11.22945,-44.87121,39.55943,82.81,-0.0771,100.3,16.44,0,0,0,0,0,0,0,1,0,0,1,0,0
O=P(Cl)(c1ccccc1)c1ccccc1,21.357,1,0,0,1,-7.265667,-1.374597,4.580704,10.6675,-45.59037,18.66194,17.07,3.1543,113.64,18.976,0,0,0,0,1,0,0,0,0,0,1,0,0
O=C(O)c1cc(Cl)c(C(=O)O)cc1Cl,23.25,2,2,0,0,-7.092615,-2.619402,0.119218,10.14579,-28.14337,52.52475,74.6,2.3898,70.56,19.8,0,1,0,0,0,0,0,0,0,0,1,0,0
O=C(O)CCP(=O)(O)c1ccccc1,17.78,2,2,2,0,-7.072671,-0.900727,3.984503,13.42302,-50.17024,55.80617,74.6,1.057,128.31,16.33,0,0,0,1,0,0,0,0,0,0,1,0,0
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,21.66,6,6,1,0,-6.538676,-0.436099,3.268158,13.56377,-41.88259,56.54862,158.82,-2.2061,172.32,19.47,0,1,0,0,0,0,0,0,0,0,1,0,0
NS(=O)(=O)O,20.41,2,2,0,1,-8.324041,0.418538,3.438028,21.33645,-32.70327,56.28012,80.39,-1.2521,76.99,18.22,0,0,0,0,0,1,0,0,0,0,1,0,0
NCS(=O)(=O)O,19.62,3,2,1,1,-7.862175,0.416342,6.024559,23.7172,-37.45001,46.51481,80.39,-1.2096,106.97,18.22,0,0,0,0,0,1,0,0,0,0,1,0,0
NCCS(=O)(=O)O,19.22,3,2,2,1,-6.965249,0.621689,4.217277,19.04274,-34.8212,54.5529,80.39,-1.1671,108.55,18.22,0,0,0,0,0,1,0,0,0,0,1,0,0
NCCCS(=O)(=O)O,18.84,3,2,3,1,-6.732921,0.705254,2.499595,17.76312,-34.47921,54.28596,80.39,-0.777,130.18,18.22,0,0,0,0,0,1,0,0,0,0,1,0,0
CCCCN,18.9,1,1,4,1,-6.255163,1.438441,1.281546,7.10441,-40.0448,21.3925,26.02,0.7452,28.36,14.24,0,0,1,0,0,0,0,0,0,1,0,0,0
NC(=O)N=NC(N)=O,22.52,2,2,0,0,-6.439721,-2.760254,0,20.15963,-42.30942,42.36681,110.9,-0.404,96.87,20.82,0,0,1,0,0,0,0,0,0,0,0,1,0
O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,21.82,12,12,0,0,-8.067382,-0.331129,1.50051,16.92165,-41.60797,67.77043,400.56,-3.1326,268.18,19.66,0,0,0,1,0,0,0,0,0,0,1,0,0
O=C(O)c1cc(S(=O)(=O)F)cc(S(=O)(=O)F)c1,24.26,5,1,0,1,-8.815629,-3.130682,4.209032,14.82922,-22.58323,63.41105,105.58,0.7012,155.83,22.28,0,0,0,0,0,1,0,0,0,0,1,0,0
C1CN2CCN1CC2,23.6,2,0,0,1,-5.04283,1.164414,0.001676,7.9577,-33.91135,11.19322,6.48,-0.3824,21.09,20.5,0,0,1,0,0,0,0,0,0,0,1,0,0
NCCCCCCO,23.58,2,2,6,1,-6.303698,1.313198,1.346415,10.43894,-39.06901,39.99254,46.25,0.4978,61.14,21.3,0,0,1,0,0,0,0,0,0,0,1,0,0
O=C(O)c1cc(-c2cc(C(=O)O)c3ccccc3n2)nc2ccccc12,20.5,4,2,0,0,-6.474197,-2.686245,1.9192,10.02886,-49.34277,52.39683,100.38,3.8464,114.69,19.73,0,1,0,0,0,0,0,0,0,0,1,0,0
O=C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,21.67,1,0,0,1,-6.370584,-0.33125,3.1398,9.56221,-38.53985,11.53632,17.07,2.0116,44.66,20.95,0,0,1,0,0,0,0,0,0,0,1,0,0
O=C(O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,22.01,1,1,0,1,-7.308692,0.234449,1.666657,7.50487,-35.90573,45.81512,37.3,2.2874,33.32,20.95,0,1,0,0,0,0,0,0,0,0,1,0,0
O=C(O)CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,22.83,1,1,1,1,-7.368053,0.084665,1.503902,7.29029,-35.52558,45.63442,37.3,2.6775,37.15,20.95,0,1,0,0,0,0,0,0,0,0,1,0,0
N=C(N)S(=O)O,24.1,2,3,0,0,-6.80861,-0.780968,1.49611,18.78751,-36.55656,51.3989,87.17,-0.89843,86.38,22.1,0,0,0,0,0,1,0,0,0,0,1,0,0
CN(CC(=O)O)C(=N)N,20.8,2,3,1,0,-5.993707,-0.090177,4.015145,16.89833,-45.5247,50.27925,90.41,-1.10373,119.91,20,0,1,0,0,0,0,0,0,0,0,1,0,0
N[C@@H](CC(=O)O)C(=O)O,22.63,3,3,1,0,-6.470152,-0.239265,3.046005,15.66967,-39.0273,52.19933,100.62,-1.127,103.07,20.02,0,1,0,0,0,0,0,0,0,0,1,0,0
O=P(O)(O)CCCCn1c2ccccc2c2ccccc21,19.5,2,2,4,1,-5.596679,-0.984315,1.994787,11.73293,-40.67787,50.91942,62.46,3.7524,173.62,18.87,0,0,0,1,0,0,0,0,0,1,0,0,0
O=P(O)(O)CCCCn1c2ccc3ccccc3c2c2c3ccccc3ccc21,20.19,2,2,4,1,-5.336094,-1.465168,2.757104,11.50925,-39.91065,51.69599,62.46,6.0588,222.72,18.87,0,0,0,1,0,0,0,0,0,1,0,0,0
N[C@@H](Cc1ccc(O)cc1)C(=O)O,22.17,3,3,1,0,-6.08046,-0.397062,2.504814,12.20302,-34.17815,51.65284,83.55,0.3466,100.38,20.21,0,1,0,0,0,0,0,0,0,0,1,0,0
CC(=O)O,20.56,1,1,1,1,-7.612527,0.186782,1.616893,14.28336,-35.23395,46.57719,37.3,0.0909,56.08,18.84,0,1,0,0,0,0,0,0,0,0,1,0,0
N[C@@H](Cc1ccc(F)cc1)C(=O)O,21.91,2,2,1,0,-6.64692,-0.652913,2.279892,10.7669,-31.95421,50.42976,63.32,0.7801,97.06,19.51,0,1,0,0,0,0,0,0,0,0,1,0,0
N[C@@H](Cc1ccccc1)C(=O)O,21.16,2,2,1,0,-6.611366,-0.360252,2.238454,10.36228,-33.45076,49.0119,63.32,0.641,84.03,19.51,0,1,0,0,0,0,0,0,0,0,1,0,0
C[C@H](N)C(=O)O,20.6,2,2,1,0,-6.628331,0.057214,2.349416,13.35611,-34.75977,47.80752,63.32,-0.5818,69.17,19.51,0,1,0,0,0,0,0,0,0,0,1,0,0
N[C@@H](CS)C(=O)O,20.19,3,3,1,0,-6.524858,-0.18068,2.432912,12.71824,-31.03815,51.29339,63.32,-0.6719,82.92,17.85,0,1,0,0,0,0,0,0,0,0,1,0,0
O=S(=O)(O)CCN1CCN(CCO)CC1,20.22,5,2,2,1,-6.131477,0.647078,4.361105,13.55154,-34.85902,53.72085,81.08,-1.5159,156.36,18.43,0,0,0,0,0,1,0,0,0,0,1,0,0
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,23.42,5,2,0,0,-6.873256,-2.39629,3.281779,13.73656,-37.06058,45.59662,100.9,1.8785,168.93,21.75,0,0,0,0,0,1,0,0,0,0,1,0,0
Fc1ccc(S)cc1,23.09,1,1,0,1,-6.029021,-0.733999,1.181012,9.19824,-15.5758,28.52779,0,2.1144,62.91,21.29,0,0,0,0,0,0,1,0,0,0,1,0,0
O=C(O)CCCCCCCCCCN1C(=O)C=CC1=O,20.94,3,1,10,1,-7.460739,-2.777502,2.25814,10.4531,-35.84653,46.07665,74.68,2.5069,117.55,18.88,0,1,0,0,0,0,0,0,0,0,1,0,0
c1ccc2[nH]ccc2c1,21.76,0,1,0,0,-5.649514,-0.386105,2.263912,10.93566,-21.34253,44.39048,15.79,2.1679,72.78,20.58,0,0,1,0,0,0,0,0,0,0,1,0,0
Clc1ccc2[nH]ccc2c1,22.47,0,1,0,0,-5.892001,-0.696895,4.007522,11.92065,-17.5834,48.01478,15.79,2.8213,98.42,20.58,0,0,1,0,0,0,0,0,0,0,1,0,0
O=C(O)CC(O)(CC(=O)O)C(=O)O,23.1,4,4,2,0,-7.733736,-0.29774,2.844996,16.93823,-36.50146,49.66623,132.13,-1.2485,133.31,21.1,0,1,0,0,0,0,0,0,0,0,1,0,0
O=C(O)CCc1ccc(O)c(O)c1,20.51,3,3,2,0,-5.732439,-0.195954,1.198115,12.62014,-32.91709,56.0488,77.76,1.115,106.38,19.21,0,1,0,0,0,0,0,0,0,0,1,0,0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,21.46,4,4,1,0,-5.691817,-0.141187,2.138637,14.33117,-40.14988,49.95223,103.78,0.0522,123.91,19.21,0,1,0,0,0,0,0,0,0,0,1,0,0
Nc1ccc2c(c1)sc1c3ccccc3sc21,21.53,3,1,0,0,-5.199594,-1.14978,2.782927,10.47704,-20.65609,37.63544,26.02,4.8514,134.85,19.91,0,0,1,0,0,0,0,0,0,0,1,0,0
C1N2CN3CN1CN(C2)C3,22.37,4,0,0,1,-5.989212,1.216593,0.0049,9.23527,-29.31415,13.71016,12.96,-1.0198,62.72,20.7,0,0,1,0,0,0,0,0,0,0,1,0,0
OB(O)c1cc(F)cc(F)c1,22.36,2,2,0,1,-6.72655,-1.088617,4.265369,12.42975,-18.26319,62.06059,40.46,-0.3554,74.04,20.38,1,0,0,0,0,0,0,0,0,0,1,0,0
OB(O)O,21.4,3,3,0,1,-8.612776,1.092851,0.000762,15.21833,-24.53259,42.00198,60.69,-2.0518,54.33,18.71,1,0,0,0,0,0,0,0,0,1,0,0,0
c1ccc2c(c1)OB(B1Oc3ccccc3O1)O2,22.04,4,0,0,1,-6.510195,-1.487381,0.0001,8.49428,-24.59077,16.41784,36.92,1.984,97.65,20.71,1,0,0,0,0,0,0,0,0,0,1,0,0
NCCP(=O)(O)O,18.48,2,3,2,1,-6.587525,0.789655,2.335789,16.0702,-44.21184,49.48207,83.55,-0.8772,90.85,15.61,0,0,0,1,0,0,0,0,0,0,1,0,0
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,22.24,3,2,0,0,-5.671837,-0.089848,2.066485,8.31109,-39.23055,38.82457,58.56,3.7896,111.77,20.34,0,0,1,0,0,0,0,0,0,0,1,0,0
N=C(N)SCCCS(=O)(=O)O,22.52,4,3,3,0,-6.541418,0.035274,5.012355,17.12796,-36.9189,56.52112,104.24,-0.10903,145.97,20.49,0,0,0,0,0,1,0,0,0,0,1,0,0
CP(=O)(c1ccccc1)c1ccccc1,20.1,1,0,0,1,-7.026015,-1.134394,3.850693,10.64378,-50.11809,26.7244,17.07,2.6303,106,18.94,0,0,0,0,1,0,0,0,0,0,1,0,0
O=[PH](c1ccccc1)c1ccccc1,22.14,1,0,0,1,-7.167873,-1.218544,4.074545,10.6515,-49.03643,22.45423,17.07,2.1971,96.47,18.94,0,0,0,0,1,0,0,0,0,0,1,0,0
O=C(O)c1ccsc1Br,21.12,2,1,0,0,-6.73618,-1.609666,1.049336,9.36161,-32.65351,48.17398,37.3,2.2088,55.92,19.12,0,1,0,0,0,0,0,0,0,0,1,0,0
O=C(O)c1ccc(F)cn1,22.82,2,1,0,0,-7.556743,-1.84498,3.304745,13.62646,-48.30219,49.43371,50.19,0.9189,73.5,20.55,0,1,0,0,0,0,0,0,0,0,1,0,0
O=C(O)c1cc(Br)cc(Br)c1,22.27,1,1,0,1,-7.083299,-2.043833,1.447382,7.69213,-29.29715,53.09679,37.3,2.9098,48.69,19.19,0,1,0,0,0,0,0,0,0,0,1,0,0
NC(N)=S,24.42,1,2,0,0,-5.381006,0.113695,4.8842,22.47306,-31.29651,48.24131,52.04,-0.8113,87.45,22.4,0,0,1,0,0,0,0,0,0,0,1,0,0
